subject;tx_engj;enviados;abertura;cliques;optout;p_abertura;p_cliques;p_optout;ciclo;ano;ciclo_ano;promo_categoria;tipo_acao;tipo_desconto;id_campanha
O que é, o que é? 🤔;1,177995082;21677;2533;253;5;0,116851963;0,099881563;0,001973944;2;2020;202002;Outros;Produtividade;Brinde;202002_16_CRM_GANHE_MAIS_PROXIMA_FAIXA
Já cansou de promoção?;1,046036225;78671;7307;398;22;0,092880477;0,054468318;0,003010812;2;2020;202002;Maquiagem;Lucro Extra;Desc Consumidor;202002_18_COM_MAKE_B_INTENSE_TILE20
Já cansou de promoção?;1,069491904;79091;8363;497;24;0,105738959;0,059428435;0,002869784;2;2020;202002;Maquiagem;Lucro Extra;Desc Consumidor;202002_18_COM_MAKE_B_INTENSE_TILE80
Tem lucro só pra você, NOME;1,118425437;37442;2555;153;3;0,068238876;0,059882583;0,001174168;3;2020;202003;Perfumaria;Ações Exclusivas;25% Lucro Total;202003_01_CRM_ALAVANC_ZAAD_10
Tem lucro só pra você, NOME;1,059136714;37885;2718;156;6;0,071743434;0,057395143;0,002207506;3;2020;202003;Perfumaria;Ações Exclusivas;30% Lucro Total;202003_01_CRM_ALAVANC_ZAAD_15
Tem lucro só pra você, NOME;1,044469994;37202;2763;215;10;0,074270201;0,07781397;0,003619254;3;2020;202003;Perfumaria;Ações Exclusivas;35% Lucro Total;202003_01_CRM_ALAVANC_ZAAD_20
Ficou fácil ganhar, NOME!;1,119049876;12457;870;44;1;0,06984025;0,050574713;0,001149425;3;2020;202003;Cuidados;Ações Exclusivas;Brinde;202003_02_CRM_CROSS_SELL_MATCH_FAIXA_1
Ficou fácil ganhar, NOME!;1,099104826;12431;879;36;1;0,070710321;0,040955631;0,001137656;3;2020;202003;Cuidados;Ações Exclusivas;Brinde;202003_02_CRM_CROSS_SELL_MATCH_FAIXA_2
Ficou fácil ganhar, NOME!;1,062591405;9834;744;47;2;0,075655888;0,063172043;0,002688172;3;2020;202003;Cuidados;Ações Exclusivas;Brinde;202003_02_CRM_CROSS_SELL_MATCH_FAIXA_3
Sabe com o que você pode lucrar muito?;0,958131578;23957;1795;70;8;0,074925909;0,038997214;0,004456825;3;2020;202003;Infantil;Ações Exclusivas;30% Lucro Total;202003_03_CRM_CROSS_SELL_BOTICA_L3_B4
Uma dupla especial 💚;0,995430876;35795;2967;92;8;0,082888672;0,031007752;0,002696326;3;2020;202003;Cuidados;Ações Exclusivas;30% Lucro Total;202003_04_CRM_UPSELL_MAKEB_FACIAL_COMBO
😍 Quer ganhar mais com Nativa SPA, NOME? ;0,998507566;76276;5222;158;11;0,068461902;0,030256607;0,002106473;3;2020;202003;Cuidados;Ações Exclusivas;30% Lucro Total;202003_06_CRM_UPSELL_NSPA_CAB_TRATAMENT_COMP_SHCO
😍 Quer ganhar mais com Nativa SPA, NOME? ;0,962000621;201607;14083;414;46;0,069853725;0,029397145;0,003266349;3;2020;202003;Cuidados;Ações Exclusivas;30% Lucro Total;202003_06_CRM_UPSELL_NSPA_CAB_TRATAMENT_COMP_TRAT
Lucro especial nos clássicos do Boti;0,957906562;15503;879;47;4;0,056698703;0,053469852;0,004550626;3;2020;202003;Perfumaria;Ações Exclusivas;30% Lucro Total;202003_07_CRM_RETENCAO_A3_BOTICOLL_10
Lucro especial nos clássicos do Boti;0,989705866;15478;919;61;4;0,059374596;0,066376496;0,004352557;3;2020;202003;Perfumaria;Ações Exclusivas;30% Lucro Total;202003_07_CRM_RETENCAO_A3_BOTICOLL_20
Este e-mail contém uma novidade incrível;1,056722726;251661;30583;883;53;0,121524591;0,028872249;0,001732989;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_20A30_COSSEN
Este e-mail contém uma novidade incrível;1,06013389;67346;7389;249;14;0,109716984;0,033698741;0,001894708;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_20A30_NE
Este e-mail contém uma novidade incrível;1,043288246;92562;10813;323;23;0,116818997;0,029871451;0,002127069;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_30A100_COSSEN
Este e-mail contém uma novidade incrível;1,044717295;13558;1456;57;4;0,107390471;0,039148352;0,002747253;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_30A100_NE
Este e-mail contém uma novidade incrível;1,064567315;317820;39121;1215;66;0,123091687;0,031057488;0,001687073;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_6A20_COSSEN
Este e-mail contém uma novidade incrível;1,061928685;195254;21378;738;38;0,109488154;0,034521471;0,001777528;3;2020;202003;Perfumaria;Foco/SubFoco;Desc Consumidor;202003_10_COM_LANC_PERF_QUASAR_INOV_6A20_NE
Adicione FORÇA nas suas vendas 💪;0,969617324;152761;11776;343;38;0,077087738;0,029127038;0,003226902;3;2020;202003;Cuidados;Foco/SubFoco;Desc Consumidor;202003_11_COM_LANC_MATCH_PROP_BAIXO20
Quer ganhar um desodorante?;1,007029621;120578;10373;366;29;0,086027302;0,03528391;0,00279572;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_12_COM_PERF_DEOS_COMPRADORES_EXT_MALBEC
Quer ganhar um desodorante?;1,019646113;56269;6948;251;25;0,123478292;0,036125504;0,003598158;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_12_COM_PERF_DEOS_PROP_ALTO70
Quer ganhar um desodorante?;1,095383539;139858;23549;901;49;0,168377926;0,038260648;0,002080768;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_12_COM_PERF_DEOS_PROP_BAIXO30
Aquele desconto maravilhoso 😍;1,182940276;23978;2023;75;0;0,084369005;0,037073653;0;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_13_COM_PERF_DREAM_TILE_TARGET_ALTO70
Aquele desconto maravilhoso 😍;1,009509161;23879;1714;46;3;0,07177855;0,026837806;0,001750292;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_13_COM_PERF_DREAM_TILE_TARGET_BAIXO30
Desconto naquele Floratta que você ama;1,169829283;36887;4825;228;5;0,130804891;0,047253886;0,001036269;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_14_COM_PERF_COMPRADORES_EXT_FLORATTA_NE
Desconto naquele Floratta que você ama;1,208513166;9063;1623;112;3;0,179079775;0,06900801;0,001848429;3;2020;202003;Perfumaria;Lucro Extra;Desc Consumidor;202003_14_COM_PERF_FLORATTA_PROP_BAIXO30_NE
🤑 Lucre mais com Quasar;1,009478233;49025;3594;136;9;0,073309536;0,037840846;0,002504174;3;2020;202003;Perfumaria;Lucro Extra;25% Lucro Total;202003_15_COM_PERF_COMPRADORES_EXT_QUASAR_NE
🤑 Lucre mais com Quasar;1,075470496;25403;2061;106;4;0,08113215;0,051431344;0,001940805;3;2020;202003;Perfumaria;Lucro Extra;25% Lucro Total;202003_15_COM_PERF_QUASAR_PROP_BAIXO30_NE
Quer uma dica para o dia?;0,957159818;176580;11013;430;45;0,062368332;0,039044765;0,00408608;3;2020;202003;Perfumaria;Lucro Extra;25% Lucro Total;202003_17_COM_PROM_GLAM_PROP_ALTO70_COSSEN
Quer uma dica para o dia?;1,025426537;90392;7816;371;24;0,086467829;0,047466735;0,003070624;3;2020;202003;Perfumaria;Lucro Extra;25% Lucro Total;202003_17_COM_PROM_GLAM_PROP_BAIXO30_COSSEN
Vem escolher do que você mais gosta, NOME;0,959139739;103168;5489;258;22;0,053204482;0,047003097;0,004008016;3;2020;202003;Cuidados;Lucro Extra;25% Lucro Total;202003_18_COM_PROM_CUID_OLEO_NSPA_PROP_ALTO90
Vem escolher do que você mais gosta, NOME;1,010530595;46032;3068;168;10;0,066649287;0,054758801;0,003259452;3;2020;202003;Cuidados;Lucro Extra;25% Lucro Total;202003_18_COM_PROM_CUID_OLEO_NSPA_PROP_BAIXO10
Quer lucrar mais com Body Splashes?;0,948349986;119911;6940;255;27;0,057876258;0,036743516;0,00389049;3;2020;202003;Cuidados;Lucro Extra;25% Lucro Total;202003_18_COM_PROM_CUID_SPLASH_NSPA_PROP_ALTO80
Quer lucrar mais com Body Splashes?;1,056916129;99504;8369;412;18;0,084107172;0,049229299;0,002150795;3;2020;202003;Cuidados;Lucro Extra;25% Lucro Total;202003_18_COM_PROM_CUID_SPLASH_NSPA_PROP_BAIXO20
Tem uma promo incrível aqui 💄;0,972975206;86706;5545;299;26;0,063951745;0,053922453;0,004688909;3;2020;202003;Maquiagem;Lucro Extra;25% Lucro Total;202003_19_COM_PROM_MAKE_INTENSE_PROP_ALTO90
Tem uma promo incrível aqui 💄;1,116404312;13304;1086;74;2;0,081629585;0,068139963;0,001841621;3;2020;202003;Maquiagem;Lucro Extra;25% Lucro Total;202003_19_COM_PROM_MAKE_INTENSE_PROP_BAIXO10
Olha que fofura, NOME;1,245916748;16439;1754;102;0;0,106697488;0,058152794;0;3;2020;202003;Infantil;Lucro Extra;Desc Progressivo;202003_20_COM_LANC_INFA_TILE_TARGET_ALTO80
Olha que fofura, NOME;0,98728405;15185;1244;54;5;0,08192295;0,04340836;0,004019293;3;2020;202003;Infantil;Lucro Extra;Desc Progressivo;202003_20_COM_LANC_INFA_TILE_TARGET_BAIXO20
Vem ver seu lucro multiplicando, NOME;1,093312425;120604;12903;557;20;0,106986501;0,043168255;0,001550027;3;2020;202003;Cuidados;Produtividade;Desc Progressivo;202003_21_COM_MSL_ACETIN_LILY_PROP_BAIXO_20
Especialmente para você...;1,050674389;159541;11253;1535;59;0,070533593;0,136408069;0,005243046;3;2020;202003;Perfumaria;Base;30% Lucro Total;202003_22_COM_CESSADOS_I7_I15
Aquela promo EXCLUSIVA em Lily 💚;1,164276614;63126;8173;712;15;0,129471216;0,087116114;0,001835311;3;2020;202003;Perfumaria;App;30% Lucro Total;202003_23_COM_PERF_LILY_APP_COMP_EMKT
🍃 Arbo + 💲 Lucro Extra = 🤑 você vendendo muito!;0,973404125;46583;3447;132;13;0,073996952;0,038294169;0,003771395;4;2020;202004;Perfumaria;Ações Exclusivas;30% Lucro Total;202004_01_CRM_ALAVANCAGEM_ARBO_D4D7
🍃 Arbo + 💲 Lucro Extra = 🤑 você vendendo muito!;1,110110232;17672;1588;98;3;0,089859665;0,061712846;0,001889169;4;2020;202004;Perfumaria;Ações Exclusivas;30% Lucro Total;202004_01_CRM_ALAVANCAGEM_ARBO_D8D10_TILE60
Promoção exclusiva para você!;0,97459743;39638;3009;151;15;0,075912004;0,050182785;0,004985045;4;2020;202004;Perfumaria;Ações Exclusivas;30% Lucro Total;202004_02_CRM_ALAVANCAGEM_ACCORDES_D5D10
Tem uma dica para você vender mais 🤑;0,970775631;32171;3210;111;15;0,099779304;0,034579439;0,004672897;4;2020;202004;Cuidados;Ações Exclusivas;30% Lucro Total;202004_03_CRM_CROSS_SELL_CDBEM_B4B3L4L3_PROP_03
Tem uma dica para você vender mais 🤑;1,011939346;44047;3817;118;9;0,086657434;0,030914331;0,002357873;4;2020;202004;Cuidados;Ações Exclusivas;30% Lucro Total;202004_03_CRM_CROSS_SELL_CDBEM_B4B3L4L3_PROP_0307
Tem uma dica para você vender mais 🤑;0,949197767;59199;4160;114;14;0,070271457;0,027403846;0,003365385;4;2020;202004;Cuidados;Ações Exclusivas;30% Lucro Total;202004_03_CRM_CROSS_SELL_CDBEM_B4L4L3_PROP_07
Como lucrar mais neste ciclo?;0,931773422;30303;2180;55;8;0,071940072;0,025229358;0,003669725;4;2020;202004;Perfumaria;Ações Exclusivas;30% Lucro Total;202004_04_CRM_CROSS_SELL_ZAAD_B4_L3
Como lucrar mais neste ciclo?;0,944123455;105296;9316;231;39;0,088474396;0,02479605;0,004186346;4;2020;202004;Perfumaria;Ações Exclusivas;30% Lucro Total;202004_04_CRM_CROSS_SELL_ZAAD_B4_L4
Uma sugestão para aumentar suas vendas;0,93212244;59190;4492;200;32;0,075891198;0,044523598;0,007123776;4;2020;202004;Perfumaria;Ações Exclusivas;25% Lucro Total;202004_05_CRM_ALAVANCAGEM_QUASARNEXT_D4D7
Uma sugestão para aumentar suas vendas;0,976185875;16297;1372;66;7;0,084187274;0,048104956;0,005102041;4;2020;202004;Perfumaria;Ações Exclusivas;25% Lucro Total;202004_05_CRM_ALAVANCAGEM_QUASARNEXT_D8D10_TILE60
A chance que você queria, NOME;0,974509558;29179;2282;305;31;0,07820693;0,133654689;0,013584575;4;2020;202004;Outros;Ações Exclusivas;Bônus (R$);202004_07_CRM_RETENCAO_BONUS25
A chance que você queria, NOME;1,0207898;29291;2209;312;19;0,075415657;0,14124038;0,008601177;4;2020;202004;Outros;Ações Exclusivas;Bônus (R$);202004_07_CRM_RETENCAO_BONUS50
A chance que você queria, NOME;1,028753928;29317;2239;352;20;0,076372071;0,157213042;0,008932559;4;2020;202004;Outros;Ações Exclusivas;Bônus (R$);202004_07_CRM_RETENCAO_BONUS75
Vem ver esse oportunidade para você!;0,90210557;39740;2458;86;15;0,061852038;0,034987795;0,006102522;4;2020;202004;Perfumaria;Ações Exclusivas;35% Lucro Total;202004_08_CRM_RETENCAO_MALBECPLAY
100% de lucro em itens incríveis?;1,249428473;39166;8602;955;15;0,21962927;0,111020693;0,001743781;4;2020;202004;Outros;Produtividade;Brinde;202004_10_CRM_GANHE_MAIS_PROXIMA_FAIXA
💋 Manda um beijo pra esse lançamento!;0,956287887;4870;480;21;3;0,098562628;0,04375;0,00625;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_NUDE_ROSA_SUL_PROP20_EMKT
💋 Manda um beijo pra esse lançamento!;0,961437579;13155;1392;59;9;0,105815279;0,042385057;0,006465517;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_NUDE_ROSA_SUL_PROP80_EMKT
💋 Manda um beijo pra esse lançamento!;0,954834869;30719;3014;147;23;0,098115173;0,048772395;0,007631055;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_VERM_ROSA_COSE_PROP20_EMKT
💋 Manda um beijo pra esse lançamento!;0,996727123;67746;6999;280;30;0,103312373;0,040005715;0,004286327;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_VERM_ROSA_COSE_PROP80_EMKT
💋 Manda um beijo pra esse lançamento!;0,982239918;22554;2496;121;16;0,110667731;0,048477564;0,006410256;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_VINHO_NO_PROP20_EMKT
💋 Manda um beijo pra esse lançamento!;0,983680848;50874;5015;187;22;0,098576876;0,037288136;0,004386839;4;2020;202004;Maquiagem;Foco/SubFoco;25% Lucro Total;202004_12_COM_FOCO_MAKE_VINHO_NO_PROP80_EMKT
Aqui tem oportunidade, NOME;1,149594188;87416;20711;903;39;0,23692459;0,043600019;0,001883057;4;2020;202004;Cuidados;Foco/SubFoco;Desc Consumidor;202004_13_COM_GROOM_COMP_STYL_CLUB_CONEXION_EMKT
Aqui tem oportunidade, NOME;1,167586363;23989;5866;266;12;0,244528742;0,045346062;0,002045687;4;2020;202004;Cuidados;Foco/SubFoco;Desc Consumidor;202004_13_COM_GROOM_REVS_M_EMKT
Os pequenos adoram e você vende mais!;0,913413595;130009;11725;276;69;0,090186064;0,023539446;0,005884861;4;2020;202004;Infantil;Lucro Extra;Desc Consumidor;202004_14_COM_INFA_NAO_PROD_POTEN_PROP_30_EMKT
Os pequenos adoram e você vende mais!;0,910231525;60971;4762;100;21;0,078102705;0,02099958;0,004409912;4;2020;202004;Infantil;Lucro Extra;Desc Consumidor;202004_14_COM_INFA_NAO_PROD_POTEN_PROP_70_EMKT
Os pequenos adoram e você vende mais!;1,199564964;16458;1904;60;1;0,115688419;0,031512605;0,00052521;4;2020;202004;Infantil;Lucro Extra;Desc Consumidor;202004_14_COM_INFA_VIP_PRODUTIVA_PROP_30
Os pequenos adoram e você vende mais!;0,99645901;80159;7819;197;20;0,097543632;0,025195038;0,002557872;4;2020;202004;Infantil;Lucro Extra;Desc Consumidor;202004_14_COM_INFA_VIP_PRODUTIVA_PROP_70_EMKT
Eles vão adorar, NOME;1,002245439;30242;2874;140;13;0,095033397;0,048712596;0,004523312;4;2020;202004;Perfumaria;Lucro Extra;25% Lucro Total;202004_15_COM_PERF_INSEN_UOMIN_ALAVANC_EMKT_D0407
Eles vão adorar, NOME;1,015230347;18325;1680;76;6;0,091678035;0,045238095;0,003571429;4;2020;202004;Perfumaria;Lucro Extra;25% Lucro Total;202004_15_COM_PERF_INSEN_UOMIN_ALAVANC_EMKT_D0810
Elas vão adorar, NOME;0,966065522;43321;3598;176;21;0,083054408;0,048916064;0,005836576;4;2020;202004;Perfumaria;Lucro Extra;25% Lucro Total;202004_15_COM_PERF_LINDA_MAKEB_ALAVANC_EMKT_D5D10
😍 Fofuras que aumentam as vendas!;1,026711863;91981;10666;433;37;0,115958731;0,040596287;0,003468967;4;2020;202004;Cuidados;Lucro Extra;20% Lucro Total;202004_16_COM_CUID_CDBEM_PROP_BAIXO_20_EMKT
⚡ Tem que ser rápido para aproveitar!;1,05056787;96524;9969;519;30;0,103280013;0,05206139;0,003009329;4;2020;202004;Perfumaria;Produtividade;+35% Lucro Total;202004_17_COM_RLPG_ARBO_PROP_ALTO_70_COSSEN
⚡ Tem que ser rápido para aproveitar!;1,096872874;38955;3936;248;9;0,101039661;0,06300813;0,002286585;4;2020;202004;Perfumaria;Produtividade;+35% Lucro Total;202004_17_COM_RLPG_ARBO_PROP_ALTO_70_NE
⚡ Tem que ser rápido para aproveitar!;1,114470523;63634;7182;440;14;0,112864192;0,061264272;0,001949318;4;2020;202004;Perfumaria;Produtividade;+35% Lucro Total;202004_17_COM_RLPG_ARBO_PROP_BAIXO_30_COSSEN
⚡ Tem que ser rápido para aproveitar!;1,207256369;17929;2275;180;3;0,126889397;0,079120879;0,001318681;4;2020;202004;Perfumaria;Produtividade;+35% Lucro Total;202004_17_COM_RLPG_ARBO_PROP_BAIXO_30_NE
⚡ Começou a Promo Relâmpago do Meu Clube Boti;1,236913322;48859;6674;1323;14;0,136597147;0,198231945;0,002097693;4;2020;202004;Perfumaria;Produtividade;Outros;202004_18_COM_RLPG_CLUB_BOTI_GLAMOUR
Tá na hora de multiplicar!;1,205234399;233934;76631;3590;93;0,327575299;0,046847881;0,001213608;4;2020;202004;Perfumaria;Produtividade;Desc Progressivo;202004_19_COM_MSL_BOTICA214_ENGAJ_30
O que é, o que é: super fácil e você lucra mais?;1,160508626;169283;38180;1776;58;0,225539481;0,046516501;0,00151912;4;2020;202004;Perfumaria;App;25% Lucro Total;202004_20_COM_LUCRO_EXTRA_UOM_APP
Passou, ganhou! 🤑;1,092142411;85653;9995;1025;42;0,116691768;0,102551276;0,004202101;4;2020;202004;Perfumaria;Base;Brinde;202004_21_COM_PASSOU_GANHOU_CESSADOS_7_15_EMKT
Eles chegaram e com facilidade no pagamento!;1,081349637;62965;6368;413;17;0,101135551;0,064855528;0,002669598;4;2020;202004;Gifts;Produtividade;Desc Progressivo;202004_22_COM_CROSS_CANAL_ANTECIP_KITS_APP
Eles chegaram e com facilidade no pagamento!;1,081349637;62965;6368;413;17;0,101135551;0,064855528;0,002669598;4;2020;202004;Gifts;Produtividade;Desc Progressivo;202004_22_COM_CROSS_CANAL_ANTECIP_KITS_ER_EMKT
♈ Dica de presentes para os arianos;1,028432982;239186;52861;148;23;0,221003738;0,002799796;0,000435103;4;2020;202004;Outros;Com. Massiva;Outros;202004_23_COM_ARIES_ENGJ180DIAS
♈ Dica de presentes para os arianos;0,823299648;123522;6089;46;18;0,049294862;0,007554607;0,00295615;4;2020;202004;Outros;Com. Massiva;Outros;202004_23_COM_ARIES_NAO_ENGJ180DIAS
Você pode ganhar mais! 💲;1,05558803;12638;1308;49;3;0,103497389;0,037461774;0,002293578;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_01_CRM_CROSS_BOTICA214_B34L34_PROP30
Você pode ganhar mais! 💲;1,009235982;61488;5624;230;19;0,091465001;0,040896159;0,003378378;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_01_CRM_CROSS_BOTICA214_B34L34_PROP3070
Você pode ganhar mais! 💲;1,002619797;59019;5305;229;20;0,089886308;0,043166824;0,003770028;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_01_CRM_CROSS_BOTICA214_B34L34_PROP70
Tem mais lucro aqui para você, NOME;0,980669469;20540;1798;132;14;0,087536514;0,073414905;0,007786429;5;2020;202005;Perfumaria;Ações Exclusivas;30% Lucro Total;202005_03_CRM_ALAVANC_ARBO_ALTO_COSSEN
Tem mais lucro aqui para você, NOME;0,998451764;22858;1806;162;13;0,079009537;0,089700997;0,007198228;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_03_CRM_ALAVANC_ARBO_ALTO_NE
Tem mais lucro aqui para você, NOME;0,999115426;20405;1640;111;9;0,080372458;0,067682927;0,005487805;5;2020;202005;Perfumaria;Ações Exclusivas;30% Lucro Total;202005_03_CRM_ALAVANC_ARBO_BAIXO_COSSEN
Tem mais lucro aqui para você, NOME;0,925418905;22838;1679;148;23;0,073517821;0,088147707;0,01369863;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_03_CRM_ALAVANC_ARBO_BAIXO_NE
É para vender mais Elysée 💲;0,97113773;91956;9990;503;76;0,108638914;0,05035035;0,007607608;5;2020;202005;Perfumaria;Ações Exclusivas;25% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_10_PROP_ALTO_70
É para vender mais Elysée 💲;1,011803727;33370;4551;199;24;0,136379982;0,043726653;0,005273566;5;2020;202005;Perfumaria;Ações Exclusivas;25% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_10_PROP_BAIXO_30
É para vender mais Elysée 💲;1,032247511;95149;11357;679;56;0,119360161;0,059786916;0,00493088;5;2020;202005;Perfumaria;Ações Exclusivas;30% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_15_PROP_ALTO_70
É para vender mais Elysée 💲;1,022063156;38309;5480;300;34;0,143047326;0,054744526;0,00620438;5;2020;202005;Perfumaria;Ações Exclusivas;30% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_15_PROP_BAIXO_30
É para vender mais Elysée 💲;1,150672909;21823;4116;215;9;0,188608349;0,05223518;0,002186589;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_20_PROP_ALTO_70
É para vender mais Elysée 💲;1,120046595;31162;5740;188;10;0,184198704;0,032752613;0,00174216;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_04_CRM_ALAVANC_ELYSEE_20_PROP_BAIXO_30
Quer lucrar mais? 🤑;0,972505943;29373;2435;100;11;0,082899261;0,041067762;0,004517454;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_05_CRM_CROSS_MAKEB_FACIAL_NCUIDADOS
Quer lucrar mais? 🤑;0,90405497;33163;2411;76;15;0,072701505;0,03152219;0,006221485;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_05_CRM_CROSS_MAKEB_FACIAL_NCUIDADOS_FAC
Quer lucrar mais? 🤑;1,025901506;27022;1731;61;3;0,064058915;0,035239746;0,001733102;5;2020;202005;Cuidados;Ações Exclusivas;30% Lucro Total;202005_05_CRM_CROSS_MAKEB_FACIAL_NMAKE
Quer vendas mais completas?;0,928572559;35162;2827;106;18;0,080399295;0,037495578;0,006367174;5;2020;202005;Maquiagem;Ações Exclusivas;30% Lucro Total;202005_06_CRM_UPSELL_MAKEB_COMP_SOMBRA_INTENSE
Quer vendas mais completas?;0,915024054;19337;1639;51;10;0,084759787;0,031116534;0,006101281;5;2020;202005;Maquiagem;Ações Exclusivas;30% Lucro Total;202005_06_CRM_UPSELL_MAKEB_COMP_SOMBRA_MAKEB
Quer vendas mais completas?;0,93930999;77662;6111;231;36;0,078687131;0,037800687;0,005891016;5;2020;202005;Maquiagem;Ações Exclusivas;30% Lucro Total;202005_06_CRM_UPSELL_MAKEB_MAKEB_COMP_OLHOS_N_SOMB
Promo exclusiva para você, NOME;0,913875305;42560;3594;279;59;0,084445489;0,077629382;0,016416249;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_07_CRM_RETENCAO_ACCORDES
Não esquecemos de você 👋;0,9832097;10935;872;118;11;0,079743941;0,135321101;0,012614679;5;2020;202005;Perfumaria;Ações Exclusivas;35% Lucro Total;202005_10_CRM_CESSADOS_N_PROD_I7_I15_BOL_ALTO
Não esquecemos de você 👋;0,980016738;42808;3405;447;44;0,079541207;0,131277533;0,012922173;5;2020;202005;Perfumaria;Ações Exclusivas;30% Lucro Total;202005_10_CRM_CESSADOS_N_PROD_I7_I15_BOL_BAIXO
Não esquecemos de você 👋;1,000311967;33316;2745;414;34;0,082392844;0,150819672;0,012386157;5;2020;202005;Perfumaria;Ações Exclusivas;+35% Lucro Total;202005_10_CRM_CESSADOS_PROD_I7_I15_BOL_ALTO
Revender com 100% de lucro?;1,282360119;18569;4487;332;5;0,241639291;0,073991531;0,00111433;5;2020;202005;Outros;Produtividade;Brinde;202005_12_CRM_GANHE_MAIS_PROXIMA_FAIXA
Ainda dá tempo, NOME;1,005717482;728450;82451;3703;388;0,113186904;0,044911523;0,004705825;5;2020;202005;Cuidados;Foco/SubFoco;25% Lucro Total;202005_13_COM_LANC_CUID_NSPA_ROSE_INOV_10A20
Ainda dá tempo, NOME;0,99206848;383857;42406;1782;218;0,110473432;0,042022355;0,005140782;5;2020;202005;Cuidados;Foco/SubFoco;25% Lucro Total;202005_13_COM_LANC_CUID_NSPA_ROSE_INOV_21A30
Ainda dá tempo, NOME;0,955588417;118515;11876;493;83;0,100206725;0,041512294;0,006988885;5;2020;202005;Cuidados;Foco/SubFoco;25% Lucro Total;202005_13_COM_LANC_CUID_NSPA_ROSE_INOV_31
É cheirinho de sucesso!;1,023815683;441509;59297;2689;265;0,134305303;0,045347994;0,004469029;5;2020;202005;Perfumaria;Foco/SubFoco;Outros;202005_14_COM_PERF_LILY_INOV_10A20
É cheirinho de sucesso!;1,083454331;234607;30773;1348;63;0,131168294;0,043804634;0,002047249;5;2020;202005;Perfumaria;Foco/SubFoco;Outros;202005_14_COM_PERF_LILY_INOV_21A30
É cheirinho de sucesso!;1,079577512;67224;8093;342;17;0,120388552;0,042258742;0,002100581;5;2020;202005;Perfumaria;Foco/SubFoco;Outros;202005_14_COM_PERF_LILY_INOV_31
É cheirinho de sucesso!;1,088542025;199924;26322;1231;55;0,131660031;0,046766963;0,002089507;5;2020;202005;Perfumaria;Foco/SubFoco;Outros;202005_14_COM_PERF_LILY_PROP20
Quer uma dica de venda?;0,914003969;115235;14131;440;147;0,122627674;0,031137216;0,010402661;5;2020;202005;Perfumaria;Lucro Extra;Outros;202005_15_COM_PERF_QUASAR_NEXT_PROP20_EMKT
Dia das Mães chegou nas suas vendas;0,915217223;45469;3317;254;46;0,072950802;0,076575219;0,013867953;5;2020;202005;Gifts;Lucro Extra;30% Lucro Total;202005_16_COM_ALAVANCAGEM_KITS_MAES_ALTO
Dia das Mães chegou nas suas vendas;0,88853759;46396;3256;228;53;0,070178464;0,07002457;0,016277641;5;2020;202005;Gifts;Lucro Extra;30% Lucro Total;202005_16_COM_ALAVANCAGEM_KITS_MAES_BAIXO
